"Name","Position","Team","Air Yards","Targets","Expected Catches","Actual Catches","Average Depth of Target","Expected Catch Rate","Catch Rate","Expected rec Yds","Actual Rec Yds","Expected Rec TD","Actual Rec TDs","Actual PPR Points","Expected PPR Points","PPR Points +/-","Actual Half PPR Points","Expected Half PPR Points","Half PPR Points +/-","Yards after the Catch","YAC Per Catch","Actual DK","Expected DK","DK +/-","Actual FD","Expected FD","FD +/-","Expected Rush Yards","Expected Rush TD","Actual Rush F Points","Expected Rush F Points","Touches","Carries","Rush Yds","Rush TD"
"Ian Thomas","TE","CAR","183","30","21.16","18","6.10","70.52%","0.60","215.73","188","0.80","0","36.80","47.51","-10.70","27.80","36.93","-9.10","92","5.11","36.80","47.51","-10.70","27.80","36.93","-9.10","0.00","0.00","0.00","0.00","30","0","0","0"
"Darrell Henderson Jr.","RB","LAR","37","40","30.20","29","0.93","75.49%","0.73","214.71","176","2.89","3","64.60","69.00","-4.40","50.10","53.90","-3.80","180","6.21","163.40","160.59","2.80","148.90","145.49","3.40","632.76","4.72","98.80","91.59","189","149","688","5"
"Robert Tonyan","TE","GB","256","29","18.39","18","8.83","63.40%","0.62","214.00","204","1.79","2","50.40","50.56","-0.20","41.40","41.36","0.00","110","6.11","50.40","50.56","-0.20","41.40","41.36","0.00","0.00","0.00","0.00","0.00","29","0","0","0"
"Anthony Schwartz","WR","CLE","368","20","10.94","9","18.40","54.69%","0.45","213.53","122","1.13","1","27.20","39.05","-11.80","22.70","33.58","-10.90","10","1.11","30.80","41.31","-10.50","26.30","35.84","-9.50","21.70","0.02","3.60","2.26","25","5","36","0"
"A.J. Dillon","RB","GB","13","36","29.36","33","0.36","81.56%","0.92","213.21","309","0.62","2","75.90","54.43","21.50","59.40","39.75","19.70","307","9.30","179.90","164.28","15.60","163.40","149.60","13.80","725.45","6.22","104.00","109.86","209","173","740","5"
"Mark Ingram II","RB","NO","-1","35","27.93","27","-0.03","79.81%","0.77","213.20","162","0.65","0","43.20","53.14","-9.90","29.70","39.17","-9.50","164","6.07","110.60","148.62","-38.00","97.10","134.65","-37.60","693.61","4.35","67.40","95.48","195","160","554","2"
"Melvin Gordon III","RB","DEN","25","36","28.44","27","0.69","79.00%","0.75","213.06","207","0.91","2","59.70","55.22","4.50","46.20","41.00","5.20","176","6.52","188.50","178.93","9.60","175.00","164.71","10.30","823.15","6.90","128.80","123.71","227","191","808","8"
"Mohamed Sanu Sr.","WR","SF","227","24","16.04","15","9.46","66.84%","0.63","211.79","177","0.39","0","32.70","39.57","-6.90","25.20","31.55","-6.40","44","2.93","32.70","39.57","-6.90","25.20","31.55","-6.40","0.00","0.00","0.00","0.00","24","0","0","0"
"Hayden Hurst","TE","ATL","172","30","21.28","25","5.73","70.92%","0.83","208.11","188","1.30","3","61.80","49.91","11.90","49.30","39.28","10.00","89","3.56","61.80","49.91","11.90","49.30","39.28","10.00","0.00","0.00","0.00","0.00","30","0","0","0"
"Antoine Wesley","WR","ARI","285","28","16.86","17","10.18","60.21%","0.61","207.89","191","3.13","3","54.10","56.44","-2.30","45.60","48.01","-2.40","53","3.12","54.10","56.44","-2.30","45.60","48.01","-2.40","0.00","0.00","0.00","0.00","28","0","0","0"
"Ashton Dulin","WR","IND","304","22","13.52","13","13.82","61.46%","0.59","206.10","173","1.76","2","42.30","44.70","-2.40","35.80","37.94","-2.10","50","3.85","45.50","46.15","-0.60","39.00","39.39","-0.40","14.26","0.00","3.20","1.44","25","3","32","0"
"Brevin Jordan","TE","HOU","159","28","19.69","20","5.68","70.33%","0.71","206.09","178","1.03","3","55.80","46.51","9.30","45.80","36.66","9.10","99","4.95","55.80","46.51","9.30","45.80","36.66","9.10","0.00","0.00","0.00","0.00","28","0","0","0"
"Chuba Hubbard","RB","CAR","16","35","27.54","23","0.46","78.69%","0.66","205.39","166","0.76","0","39.60","52.63","-13.00","28.10","38.86","-10.80","150","6.52","126.00","143.03","-17.00","114.50","129.26","-14.80","706.23","3.30","86.40","90.41","198","163","564","5"
"James Conner","RB","ARI","20","33","25.94","31","0.61","78.59%","0.94","204.57","325","0.35","2","75.50","48.48","27.00","60.00","35.51","24.50","323","10.42","229.50","180.76","48.70","214.00","167.79","46.20","766.22","9.28","154.00","132.28","220","187","700","14"
"Cam Sims","WR","WAS","262","22","13.62","15","11.91","61.91%","0.68","203.94","211","1.08","2","48.10","40.47","7.60","40.60","33.66","6.90","42","2.80","48.80","40.93","7.90","41.30","34.12","7.20","4.23","0.01","0.70","0.46","23","1","7","0"
"N'Keal Harry","WR","NE","305","21","12.08","12","14.52","57.50%","0.57","203.40","184","1.05","0","30.40","38.74","-8.30","24.40","32.71","-8.30","25","2.08","30.40","38.74","-8.30","24.40","32.71","-8.30","0.00","0.00","0.00","0.00","21","0","0","0"
"John Ross III","WR","NYG","314","20","11.74","11","15.70","58.70%","0.55","201.92","224","0.82","1","39.40","36.85","2.50","33.90","30.98","2.90","40","3.64","41.00","37.28","3.70","35.50","31.41","4.10","4.33","0.00","1.60","0.43","21","1","16","0"
"Logan Thomas","TE","WAS","244","25","15.17","18","9.76","60.66%","0.72","200.57","196","1.82","3","55.60","46.15","9.40","46.60","38.57","8.00","72","4.00","55.60","46.15","9.40","46.60","38.57","8.00","0.00","0.00","0.00","0.00","25","0","0","0"
"Harrison Bryant","TE","CLE","231","25","15.74","20","9.24","62.95%","0.80","196.02","224","1.87","3","60.40","46.59","13.80","50.40","38.72","11.70","75","3.75","60.40","46.59","13.80","50.40","38.72","11.70","0.00","0.00","0.00","0.00","25","0","0","0"
"Miles Sanders","RB","PHI","-18","34","26.86","26","-0.53","79.01%","0.77","193.18","158","0.57","0","41.80","49.60","-7.80","28.80","36.17","-7.40","227","8.73","117.20","131.05","-13.90","104.20","117.62","-13.40","585.34","3.82","75.40","81.45","171","137","754","0"
"Denzel Mims","WR","NYJ","240","21","12.82","8","11.43","61.03%","0.38","192.80","133","1.00","0","21.30","38.10","-16.80","17.30","31.70","-14.40","49","6.13","21.30","38.10","-16.80","17.30","31.70","-14.40","0.00","0.00","0.00","0.00","21","0","0","0"
"Kendall Hinton","QB","DEN","185","23","15.64","15","8.04","68.01%","0.65","190.16","175","1.20","1","38.50","41.88","-3.40","31.00","34.06","-3.10","57","3.80","38.50","41.88","-3.40","31.00","34.06","-3.10","0.00","0.00","0.00","0.00","23","0","0","0"
"Quintez Cephus","WR","DET","251","22","13.41","15","11.41","60.95%","0.68","187.68","204","1.37","2","47.40","40.40","7.00","39.90","33.69","6.20","95","6.33","47.40","40.40","7.00","39.90","33.69","6.20","0.00","0.00","0.00","0.00","22","0","0","0"
"Brandon Zylstra","WR","CAR","199","23","14.87","18","8.70","64.63%","0.78","185.65","250","0.85","1","49.00","38.53","10.50","40.00","31.10","8.90","118","6.56","49.00","38.53","10.50","40.00","31.10","8.90","0.00","0.00","0.00","0.00","23","0","0","0"
"Isaiah McKenzie","WR","BUF","151","25","17.17","19","6.04","68.66%","0.76","184.00","169","0.82","1","41.90","40.50","1.40","32.40","31.92","0.50","78","4.11","51.60","45.95","5.60","42.10","37.37","4.70","32.16","0.37","9.70","5.45","33","8","37","1"
"Samaje Perine","RB","CIN","7","31","24.92","27","0.23","80.37%","0.87","179.47","196","0.78","1","52.60","47.52","5.10","39.10","35.06","4.00","198","7.33","83.20","75.75","7.50","69.70","63.29","6.40","262.72","0.33","30.60","28.23","86","55","246","1"
"Zack Moss","RB","BUF","25","30","23.42","21","0.83","78.05%","0.70","179.18","191","1.25","1","46.10","48.82","-2.70","35.60","37.11","-1.50","195","9.29","103.80","110.97","-7.20","93.30","99.26","-6.00","370.23","4.19","57.70","62.15","121","91","337","4"
"Trinity Benson","WR","DET","175","22","15.24","10","8.00","69.26%","0.46","176.67","95","0.67","0","19.50","36.92","-17.40","14.50","29.30","-14.80","51","5.10","19.50","36.92","-17.40","14.50","29.30","-14.80","0.00","0.00","0.00","0.00","22","0","0","0"
"James Proche II","WR","BAL","192","20","13.19","16","9.60","65.92%","0.80","174.22","202","0.13","0","36.20","31.41","4.80","28.20","24.82","3.40","55","3.44","36.20","31.41","4.80","28.20","24.82","3.40","0.00","0.00","0.00","0.00","20","0","0","0"
"Will Dissly","TE","SEA","112","26","18.86","21","4.31","72.52%","0.81","171.89","231","0.85","1","50.10","41.13","9.00","39.60","31.70","7.90","143","6.81","50.10","41.13","9.00","39.60","31.70","7.90","0.00","0.00","0.00","0.00","26","0","0","0"
"Collin Johnson","WR","NYG","178","21","13.96","11","8.50","66.49%","0.52","171.31","105","0.57","0","21.50","34.50","-13.00","16.00","27.52","-11.50","18","1.64","21.50","34.50","-13.00","16.00","27.52","-11.50","0.00","0.00","0.00","0.00","21","0","0","0"
"John Bates","TE","WAS","133","23","16.28","19","5.80","70.77%","0.83","170.07","244","0.51","1","49.40","36.33","13.10","39.90","28.19","11.70","138","7.26","49.40","36.33","13.10","39.90","28.19","11.70","0.00","0.00","0.00","0.00","23","0","0","0"
"Giovani Bernard","RB","TB","30","29","22.42","23","1.03","77.32%","0.79","169.44","123","1.55","3","53.30","48.67","4.60","41.80","37.46","4.30","134","5.83","59.10","52.67","6.40","47.60","41.46","6.10","36.21","0.06","5.80","4.00","37","8","58","0"
"Josiah Deguara","TE","GB","116","29","20.13","22","4.00","69.42%","0.76","169.23","179","1.89","1","45.90","48.41","-2.50","34.90","38.35","-3.40","137","6.23","45.90","48.41","-2.50","34.90","38.35","-3.40","0.00","0.00","0.00","0.00","29","0","0","0"
"Marcedes Lewis","TE","GB","102","27","19.52","23","3.78","72.30%","0.85","168.00","214","1.66","0","44.40","46.27","-1.90","32.90","36.51","-3.60","144","6.26","44.40","46.27","-1.90","32.90","36.51","-3.60","0.00","0.00","0.00","0.00","27","0","0","0"
"Dee Eskridge","WR","SEA","252","20","12.29","10","12.60","61.44%","0.50","167.95","64","1.71","1","22.40","39.37","-17.00","17.40","33.23","-15.80","32","3.20","28.30","41.37","-13.10","23.30","35.23","-11.90","18.77","0.02","5.90","2.00","24","4","59","0"
"Parris Campbell","WR","IND","231","17","10.63","10","13.60","62.52%","0.59","167.91","162","0.33","1","32.20","29.40","2.80","27.20","24.08","3.10","17","1.70","32.20","29.40","2.80","27.20","24.08","3.10","0.00","0.00","0.00","0.00","17","0","0","0"
"Rex Burkhead","RB","HOU","30","28","22.10","22","1.07","78.94%","0.79","166.65","144","0.52","0","36.40","41.91","-5.50","25.40","30.85","-5.50","117","5.32","94.70","108.37","-13.70","83.70","97.32","-13.60","470.98","3.23","58.30","66.47","138","110","403","3"
"O.J. Howard","TE","TB","136","21","14.77","14","6.50","70.34%","0.67","166.05","135","1.05","1","33.50","37.67","-4.20","26.50","30.28","-3.80","83","5.93","33.50","37.67","-4.20","26.50","30.28","-3.80","0.00","0.00","0.00","0.00","21","0","0","0"
"Donald Parham Jr.","TE","LAC","124","27","18.47","20","4.59","68.39%","0.74","165.02","190","2.84","3","57.00","52.01","5.00","47.00","42.78","4.20","135","6.75","57.00","52.01","5.00","47.00","42.78","4.20","0.00","0.00","0.00","0.00","27","0","0","0"
"Juwan Johnson","WR","NO","220","20","11.77","12","11.00","58.86%","0.60","164.50","154","1.55","3","45.40","37.53","7.90","39.40","31.64","7.80","42","3.50","45.40","37.53","7.90","39.40","31.64","7.80","0.00","0.00","0.00","0.00","20","0","0","0"
"Sony Michel","RB","LAR","-11","29","23.27","20","-0.38","80.24%","0.69","164.09","122","0.60","1","38.20","43.30","-5.10","28.20","31.66","-3.50","128","6.40","142.40","159.93","-17.50","132.40","148.30","-15.90","785.83","6.34","104.20","116.64","216","187","802","4"
"Tyler Kroft","TE","NYJ","134","22","15.38","15","6.10","69.89%","0.68","163.71","168","0.82","1","37.80","36.65","1.20","30.30","28.96","1.30","74","4.93","37.80","36.65","1.20","30.30","28.96","1.30","0.00","0.00","0.00","0.00","22","0","0","0"
"Jamaal Williams","RB","DET","8","27","21.87","25","0.30","80.99%","0.93","162.47","148","0.10","0","39.80","38.72","1.10","27.30","27.79","-0.50","149","5.96","113.60","122.72","-9.10","101.10","111.78","-10.70","592.46","4.13","73.80","84.00","167","140","558","3"
"Ben Skowronek","WR","LAR","161","18","12.15","11","8.90","67.50%","0.61","158.78","133","0.54","0","24.30","31.25","-7.00","18.80","25.18","-6.40","53","4.82","24.30","31.25","-7.00","18.80","25.18","-6.40","0.00","0.00","0.00","0.00","18","0","0","0"
"JaMycal Hasty","RB","SF","50","26","20.49","21","1.92","78.80%","0.81","157.31","136","0.87","0","34.60","41.46","-6.90","24.10","31.22","-7.10","109","5.19","47.00","52.57","-5.60","36.50","42.32","-5.80","60.68","0.84","12.40","11.11","41","15","64","1"
"DeeJay Dallas","RB","SEA","39","23","18.39","21","1.70","79.97%","0.91","155.98","133","0.15","0","34.30","34.88","-0.60","23.80","25.69","-1.90","110","5.24","60.00","54.36","5.60","49.50","45.16","4.30","136.07","0.98","25.70","19.48","55","32","137","2"
"Lil'Jordan Humphrey","WR","NO","175","17","10.64","12","10.30","62.59%","0.71","155.71","223","0.64","2","46.30","30.05","16.30","40.30","24.72","15.60","92","7.67","46.30","30.05","16.30","40.30","24.72","15.60","0.00","0.00","0.00","0.00","17","0","0","0"
"Kareem Hunt","RB","CLE","4","27","21.29","22","0.15","78.87%","0.82","154.07","172","0.68","0","39.20","40.77","-1.60","28.20","30.12","-1.90","172","7.82","107.80","91.91","15.90","96.80","81.26","15.50","342.42","2.82","68.60","51.14","105","78","386","5"
"Marcus Johnson","WR","TEN","171","19","12.46","9","9.00","65.56%","0.47","153.95","160","0.99","0","25.00","33.79","-8.80","20.50","27.56","-7.10","95","10.56","24.80","34.82","-10.00","20.30","28.59","-8.30","8.87","0.02","-0.20","1.03","21","2","-2","0"
"Nick Chubb","RB","CLE","30","24","18.93","19","1.25","78.86%","0.79","152.51","172","0.50","1","42.20","37.19","5.00","32.70","27.73","5.00","165","8.68","210.30","167.82","42.50","200.80","158.35","42.40","945.70","6.01","168.10","130.62","243","219","1,201","8"
"Ty Montgomery","RB","NO","21","24","18.72","15","0.88","78.01%","0.63","151.06","94","0.69","0","24.40","37.95","-13.50","16.90","28.59","-11.70","87","5.80","28.80","45.41","-16.60","21.30","36.05","-14.70","71.54","0.05","4.40","7.46","39","15","44","0"
"D'Ernest Johnson","RB","CLE","8","24","19.66","18","0.33","81.91%","0.75","150.33","127","0.19","0","30.70","35.85","-5.20","21.70","26.02","-4.30","126","7.00","83.80","78.95","4.90","74.80","69.12","5.70","345.65","1.42","53.10","43.10","99","75","411","2"
"Trent Sherfield","WR","SF","167","19","12.20","8","8.80","64.18%","0.42","149.79","74","1.36","1","21.40","35.36","-14.00","17.40","29.26","-11.90","17","2.13","21.40","35.36","-14.00","17.40","29.26","-11.90","0.00","0.00","0.00","0.00","19","0","0","0"
"Jeff Smith","WR","NYJ","190","14","8.50","7","13.60","60.73%","0.50","145.10","111","0.17","0","18.10","24.05","-5.90","14.60","19.79","-5.20","14","2.00","18.00","24.62","-6.60","14.50","20.37","-5.90","4.83","0.01","-0.10","0.57","15","1","-1","0"
"Chris Moore","WR","HOU","58","19","14.68","18","3.10","77.24%","0.95","140.57","189","0.21","1","42.90","30.00","12.90","33.90","22.66","11.20","144","8.00","42.90","30.00","12.90","33.90","22.66","11.20","0.00","0.00","0.00","0.00","19","0","0","0"
"Justin Jackson","RB","LAC","16","24","18.96","22","0.67","78.99%","0.92","138.44","178","0.38","0","39.80","35.10","4.70","28.80","25.62","3.20","165","7.50","86.20","74.55","11.70","75.20","65.07","10.10","277.50","1.95","46.40","39.45","89","65","344","2"
"Jimmy Graham","TE","CHI","172","21","12.19","12","8.19","58.06%","0.57","137.37","151","2.97","3","45.10","43.78","1.30","39.10","37.68","1.40","51","4.25","45.10","43.78","1.30","39.10","37.68","1.40","0.00","0.00","0.00","0.00","21","0","0","0"
"Dontrell Hilliard","RB","TEN","-18","25","20.33","18","-0.72","81.30%","0.72","137.27","86","0.61","0","26.60","37.69","-11.10","17.60","27.53","-9.90","102","5.67","67.90","64.37","3.50","58.90","54.21","4.70","217.31","0.82","41.30","26.68","72","47","293","2"
"Jakeem Grant Sr.","WR","CHI","80","17","13.15","11","4.70","77.36%","0.65","134.60","132","0.40","2","36.20","29.00","7.20","30.70","22.42","8.30","103","9.36","39.50","31.67","7.80","34.00","25.10","8.90","24.38","0.04","3.30","2.67","22","5","33","0"
"Phillip Dorsett II","WR","HOU","210","14","8.20","7","15.00","58.54%","0.50","134.31","110","0.73","0","18.00","26.01","-8.00","14.50","21.92","-7.40","27","3.86","18.00","26.47","-8.50","14.50","22.37","-7.90","4.53","0.00","0.00","0.45","15","1","0","0"
"Eric Ebron","TE","PIT","116","18","12.28","12","6.40","68.20%","0.67","131.60","84","1.19","1","26.40","32.57","-6.20","20.40","26.43","-6.00","21","1.75","32.50","35.39","-2.90","26.50","29.25","-2.80","0.87","0.46","6.10","2.82","19","1","1","1"
"Clyde Edwards-Helaire","RB","KC","-53","23","19.40","19","-2.30","84.37%","0.83","127.63","129","0.78","2","43.90","36.84","7.10","34.40","27.14","7.30","169","8.89","119.60","103.35","16.30","110.10","93.64","16.50","527.03","2.30","75.70","66.51","142","119","517","4"
"Stephen Anderson","TE","LAC","67","19","13.85","16","3.50","72.88%","0.84","127.46","165","0.81","1","38.50","31.43","7.10","30.50","24.50","6.00","115","7.19","38.50","31.43","7.10","30.50","24.50","6.00","0.00","0.00","0.00","0.00","19","0","0","0"
"Carlos Hyde","RB","JAX","31","21","16.31","12","1.48","77.69%","0.57","126.75","65","0.31","0","18.50","30.83","-12.30","12.50","22.67","-10.20","75","6.25","49.80","75.16","-25.40","43.80","67.00","-23.20","318.79","2.08","31.30","44.33","93","72","253","1"
"Salvon Ahmed","RB","MIA","51","19","14.39","12","2.68","75.76%","0.63","126.39","117","0.22","0","23.70","28.35","-4.70","17.70","21.16","-3.50","113","9.42","38.60","54.23","-15.60","32.60","47.03","-14.40","235.76","0.38","14.90","25.88","73","54","149","0"
